Date,Open,High,Low,Close
14-June-2012,,,,5924.59,
15-June-2012,,,,5958.50,
18-June-2012,,,,5895.36,
19-June-2012,,,,5905.48,
20-June-2012,,,,5954.37,
21-June-2012,,,,6002.48,
22-June-2012,,,,6010.21,
25-June-2012,,,,6008.46,
26-June-2012,,,,6030.09,
27-June-2012,,,,6051.50,
28-June-2012,,,,6055.46,
29-June-2012,,,,6153.72,
2-July-2012,,,,6209.24,
3-July-2012,,,,6238.89,
4-July-2012,,,,6292.88,
5-July-2012,,,,6349.26,
6-July-2012,,,,6313.90,
9-July-2012,,,,6238.19,
10-July-2012,,,,6306.68,
11-July-2012,,,,6298.96,
12-July-2012,,,,6261.89,
13-July-2012,,,,6247.89,
16-July-2012,,,,6208.86,
17-July-2012,,,,6158.24,
18-July-2012,,,,6190.76,
19-July-2012,,,,6198.18,
20-July-2012,,,,6184.10,
23-July-2012,,,,6103.25,
24-July-2012,,,,6112.93,
25-July-2012,,,,6066.29,
26-July-2012,,,,5940.94,
27-July-2012,,,,5887.50,
30-July-2012,,,,5977.84,
31-July-2012,,,,6012.28,
1-August-2012,,,,6069.67,
2-August-2012,,,,6083.56,
3-August-2012,,,,6072.53,
6-August-2012,,,,6104.97,
7-August-2012,,,,6126.27,
8-August-2012,,,,6114.20,
9-August-2012,,,,6098.12,
10-August-2012,,,,6099.61,
13-August-2012,,,,6129.41,
14-August-2012,,,,6147.67,
16-August-2012,,,,6155.02,
17-August-2012,,,,6157.96,
21-August-2012,,,,6172.84,
22-August-2012,,,,6160.16,
23-August-2012,,,,6155.00,
24-August-2012,,,,6119.21,
27-August-2012,,,,6057.08,
28-August-2012,,,,5994.43,
29-August-2012,,,,5962.21,
30-August-2012,,,,5996.00,
31-August-2012,,,,6005.02,
3-September-2012,,,,6010.62,
4-September-2012,,,,6042.41,
5-September-2012,,,,6023.53,
6-September-2012,,,,6042.31,
7-September-2012,,,,6111.43,
8-September-2012,,,,6142.74,
10-September-2012,,,,6159.76,
11-September-2012,,,,6176.30,
12-September-2012,,,,6201.59,
13-September-2012,,,,6190.20,
14-September-2012,,,,6244.90,
17-September-2012,,,,6316.02,
18-September-2012,,,,6371.71,
20-September-2012,,,,6330.28,
21-September-2012,,,,6432.43,
24-September-2012,,,,6453.88,
25-September-2012,,,,6483.49,
26-September-2012,,,,6501.14,
27-September-2012,,,,6532.77,
28-September-2012,,,,6607.29,
1-October-2012,,,,6665.85,
3-October-2012,,,,6704.36,
4-October-2012,,,,6731.89,
5-October-2012,,,,6678.77,
8-October-2012,,,,6649.38,
9-October-2012,,,,6680.80,
10-October-2012,,,,6594.71,
11-October-2012,,,,6671.27,
12-October-2012,,,,6676.85,
15-October-2012,,,,6681.07,
16-October-2012,,,,6633.01,
17-October-2012,,,,6630.03,
18-October-2012,,,,6706.82,
19-October-2012,,,,6671.62,
22-October-2012,,,,6664.75,
23-October-2012,,,,6649.09,
25-October-2012,,,,6659.20,
26-October-2012,,,,6603.15,
29-October-2012,,,,6574.77,
30-October-2012,,,,6508.64,
31-October-2012,,,,6565.99,
1-November-2012,,,,6621.80,
2-November-2012,,,,6645.45,
5-November-2012,,,,6628.44,
6-November-2012,,,,6665.32,
7-November-2012,,,,6718.23,
8-November-2012,,,,6726.95,
9-November-2012,,,,6660.68,
12-November-2012,,,,6682.29,
13-November-2012,,,,6729.30,
15-November-2012,,,,6718.10,
16-November-2012,,,,6658.33,
19-November-2012,,,,6598.99,
20-November-2012,,,,6548.63,
21-November-2012,,,,6572.67,
22-November-2012,,,,6593.77,
23-November-2012,,,,6597.42,
26-November-2012,,,,6663.34,
27-November-2012,,,,6741.84,
29-November-2012,,,,6827.02,
30-November-2012,,,,6901.99,
3-December-2012,,,,6985.48,
4-December-2012,,,,6992.27,
5-December-2012,,,,7024.71,
6-December-2012,,,,7075.92,
7-December-2012,,,,7070.37,
10-December-2012,,,,7116.60,
11-December-2012,,,,7034.90,
12-December-2012,,,,7039.07,
13-December-2012,,,,6957.53,
14-December-2012,,,,6999.05,
17-December-2012,,,,7040.47,
18-December-2012,,,,7077.37,
19-December-2012,,,,7116.56,
20-December-2012,,,,7101.79,
21-December-2012,,,,6997.72,
24-December-2012,,,,7022.91,
26-December-2012,,,,7069.09,
27-December-2012,,,,7037.09,
28-December-2012,,,,7092.94,
31-December-2012,,,,7112.89,
1-January-2013,,,,7197.58,
2-January-2013,,,,7238.00,
3-January-2013,,,,7293.85,
4-January-2013,,,,7314.12,
7-January-2013,,,,7331.50,
8-January-2013,,,,7336.11,
9-January-2013,,,,7301.23,
10-January-2013,,,,7265.41,
11-January-2013,,,,7156.88,
14-January-2013,,,,7243.06,
15-January-2013,,,,7262.44,
16-January-2013,,,,7164.68,
17-January-2013,,,,7182.25,
18-January-2013,,,,7165.46,
21-January-2013,,,,7155.39,
22-January-2013,,,,7090.05,
23-January-2013,,,,7025.31,
24-January-2013,,,,6848.68,
25-January-2013,,,,6974.23,
28-January-2013,,,,6975.84,
29-January-2013,,,,6935.93,
30-January-2013,,,,6933.78,
31-January-2013,,,,6970.88,
1-February-2013,,,,6967.50,
4-February-2013,,,,6909.58,
5-February-2013,,,,6863.70,
6-February-2013,,,,6865.30,
7-February-2013,,,,6805.07,
8-February-2013,,,,6756.01,
11-February-2013,,,,6743.99,
12-February-2013,,,,6722.90,
13-February-2013,,,,6704.09,
14-February-2013,,,,6608.41,
15-February-2013,,,,6626.86,
18-February-2013,,,,6654.67,
19-February-2013,,,,6729.07,
20-February-2013,,,,6717.81,
21-February-2013,,,,6607.44,
22-February-2013,,,,6609.03,
25-February-2013,,,,6529.53,
26-February-2013,,,,6414.32,
27-February-2013,,,,6461.73,
28-February-2013,,,,6302.78,
1-March-2013,,,,6320.95,
4-March-2013,,,,6234.35,
5-March-2013,,,,6337.72,
6-March-2013,,,,6410.07,
7-March-2013,,,,6440.81,
8-March-2013,,,,6487.15,
11-March-2013,,,,6501.50,
12-March-2013,,,,6460.31,
13-March-2013,,,,6395.63,
14-March-2013,,,,6426.02,
15-March-2013,,,,6386.13,
18-March-2013,,,,6367.78,
19-March-2013,,,,6280.68,
20-March-2013,,,,6161.60,
21-March-2013,,,,6095.84,
22-March-2013,,,,6079.79,
25-March-2013,,,,6060.15,
26-March-2013,,,,6053.50,
28-March-2013,,,,6142.06,
1-April-2013,,,,6220.75,
2-April-2013,,,,6309.84,
3-April-2013,,,,6258.56,
4-April-2013,,,,6143.27,
5-April-2013,,,,6144.36,
8-April-2013,,,,6133.17,
9-April-2013,,,,6071.99,
10-April-2013,,,,6104.13,
11-April-2013,,,,6107.92,
12-April-2013,,,,6099.64,
15-April-2013,,,,6108.65,
16-April-2013,,,,6161.39,
17-April-2013,,,,6172.30,
18-April-2013,,,,6218.15,
22-April-2013,,,,6307.43,
23-April-2013,,,,6283.69,
25-April-2013,,,,6315.29,
26-April-2013,,,,6275.12,
29-April-2013,,,,6317.59,
30-April-2013,,,,6344.04,
2-May-2013,,,,6392.67,
3-May-2013,,,,6375.97,
6-May-2013,,,,6450.71,
7-May-2013,,,,6504.85,
8-May-2013,,,,6535.37,
9-May-2013,,,,6506.87,
10-May-2013,,,,6519.29,
11-May-2013,,,,6539.54,
13-May-2013,,,,6444.69,
14-May-2013,,,,6462.31,
15-May-2013,,,,6564.46,
16-May-2013,,,,6592.21,
17-May-2013,,,,6613.98,
20-May-2013,,,,6587.97,
21-May-2013,,,,6547.32,
22-May-2013,,,,6492.77,
23-May-2013,,,,6363.82,
24-May-2013,,,,6387.13,
27-May-2013,,,,6459.86,
28-May-2013,,,,6498.66,
29-May-2013,,,,6473.28,
30-May-2013,,,,6475.92,
31-May-2013,,,,6389.47,
3-June-2013,,,,6405.90,
4-June-2013,,,,6412.43,
5-June-2013,,,,6416.51,
6-June-2013,,,,6423.70,
7-June-2013,,,,6388.02,
10-June-2013,,,,6331.85,
11-June-2013,,,,6230.49,
12-June-2013,,,,6193.41,
13-June-2013,,,,6108.46,
14-June-2013,,,,6180.98,
17-June-2013,,,,6201.25,
18-June-2013,,,,6203.09,
19-June-2013,,,,6235.79,
20-June-2013,,,,6115.66,
21-June-2013,,,,6037.60,
24-June-2013,,,,5883.19,
25-June-2013,,,,5856.61,
26-June-2013,,,,5817.20,
27-June-2013,,,,5832.58,
28-June-2013,,,,5964.50,
1-July-2013,,,,6072.55,
2-July-2013,,,,6050.08,
3-July-2013,,,,5947.75,
4-July-2013,,,,5981.07,
5-July-2013,,,,5991.99,
8-July-2013,,,,5988.69,
9-July-2013,,,,6032.43,
10-July-2013,,,,6008.07,
11-July-2013,,,,6048.54,
12-July-2013,,,,6048.41,
15-July-2013,,,,6102.81,
16-July-2013,,,,6014.41,
17-July-2013,,,,5984.46,
18-July-2013,,,,6028.58,
19-July-2013,,,,5993.46,
22-July-2013,,,,5995.99,
23-July-2013,,,,5999.29,
24-July-2013,,,,5889.83,
25-July-2013,,,,5837.42,
26-July-2013,,,,5779.60,
29-July-2013,,,,5703.83,
30-July-2013,,,,5591.94,
31-July-2013,,,,5543.13,
1-August-2013,,,,5450.60,
2-August-2013,,,,5429.04,
5-August-2013,,,,5443.56,
6-August-2013,,,,5301.78,
7-August-2013,,,,5337.47,
8-August-2013,,,,5409.14,
12-August-2013,,,,5492.25,
13-August-2013,,,,5554.03,
14-August-2013,,,,5590.79,
16-August-2013,,,,5439.05,
19-August-2013,,,,5362.79,
20-August-2013,,,,5340.23,
21-August-2013,,,,5274.03,
22-August-2013,,,,5310.17,
23-August-2013,,,,5358.75,
26-August-2013,,,,5390.78,
27-August-2013,,,,5278.28,
28-August-2013,,,,5224.13,
29-August-2013,,,,5300.72,
30-August-2013,,,,5300.40,
2-September-2013,,,,5375.72,
3-September-2013,,,,5275.98,
4-September-2013,,,,5329.90,
5-September-2013,,,,5420.23,
6-September-2013,,,,5451.01,
10-September-2013,,,,5525.51,
11-September-2013,,,,5599.29,
12-September-2013,,,,5596.98,
13-September-2013,,,,5629.15,
16-September-2013,,,,5598.69,
17-September-2013,,,,5575.99,
18-September-2013,,,,5601.25,
19-September-2013,,,,5724.85,
20-September-2013,,,,5677.24,
23-September-2013,,,,5605.06,
24-September-2013,,,,5609.63,
25-September-2013,,,,5616.13,
26-September-2013,,,,5627.58,
27-September-2013,,,,5621.77,
30-September-2013,,,,5605.98,
1-October-2013,,,,5637.70,
3-October-2013,,,,5715.72,
4-October-2013,,,,5731.01,
7-October-2013,,,,5756.91,
8-October-2013,,,,5768.05,
9-October-2013,,,,5816.72,
10-October-2013,,,,5851.30,
11-October-2013,,,,5870.60,
14-October-2013,,,,5906.81,
15-October-2013,,,,5829.99,
17-October-2013,,,,5837.29,
18-October-2013,,,,5895.23,
21-October-2013,,,,5946.16,
22-October-2013,,,,5987.79,
23-October-2013,,,,5986.00,
24-October-2013,,,,5995.83,
25-October-2013,,,,5965.48,
28-October-2013,,,,5920.07,
29-October-2013,,,,6005.77,
30-October-2013,,,,6021.01,
31-October-2013,,,,6107.35,
1-November-2013,,,,6177.40,
3-November-2013,,,,6242.56,
5-November-2013,,,,6297.94,
6-November-2013,,,,6287.50,
7-November-2013,,,,6220.47,
8-November-2013,,,,6210.94,
11-November-2013,,,,6160.97,
12-November-2013,,,,6113.14,
13-November-2013,,,,6076.79,
14-November-2013,,,,6141.05,
18-November-2013,,,,6213.36,
19-November-2013,,,,6241.96,
20-November-2013,,,,6235.71,
21-November-2013,,,,6162.01,
22-November-2013,,,,6154.28,
25-November-2013,,,,6223.80,
26-November-2013,,,,6207.69,
27-November-2013,,,,6223.10,
28-November-2013,,,,6273.45,
29-November-2013,,,,6325.58,
2-December-2013,,,,6377.12,
3-December-2013,,,,6391.52,
4-December-2013,,,,6349.55,
5-December-2013,,,,6357.73,
6-December-2013,,,,6388.98,
9-December-2013,,,,6419.57,
10-December-2013,,,,6402.77,
11-December-2013,,,,6396.43,
12-December-2013,,,,6382.96,
13-December-2013,,,,6302.50,
16-December-2013,,,,6321.14,
17-December-2013,,,,6318.97,
18-December-2013,,,,6404.17,
19-December-2013,,,,6391.62,
20-December-2013,,,,6502.49,
23-December-2013,,,,6584.11,
24-December-2013,,,,6619.19,
26-December-2013,,,,6646.27,
27-December-2013,,,,6663.76,
30-December-2013,,,,6657.31,
31-December-2013,,,,6705.56,
1-January-2014,,,,6737.16,
2-January-2014,,,,6617.76,
3-January-2014,,,,6659.18,
6-January-2014,,,,6682.78,
7-January-2014,,,,6657.63,
8-January-2014,,,,6696.60,
9-January-2014,,,,6643.70,
10-January-2014,,,,6581.22,
13-January-2014,,,,6590.88,
14-January-2014,,,,6569.99,
15-January-2014,,,,6581.70,
16-January-2014,,,,6574.09,
17-January-2014,,,,6487.03,
20-January-2014,,,,6552.89,
21-January-2014,,,,6582.56,
22-January-2014,,,,6595.75,
23-January-2014,,,,6564.27,
24-January-2014,,,,6455.26,
27-January-2014,,,,6273.44,
28-January-2014,,,,6273.12,
29-January-2014,,,,6282.50,
30-January-2014,,,,6211.37,
31-January-2014,,,,6308.05,
3-February-2014,,,,6257.47,
4-February-2014,,,,6281.98,
5-February-2014,,,,6310.66,
6-February-2014,,,,6299.59,
7-February-2014,,,,6336.84,
10-February-2014,,,,6339.94,
11-February-2014,,,,6357.57,
12-February-2014,,,,6357.75,
13-February-2014,,,,6304.78,
14-February-2014,,,,6311.88,
17-February-2014,,,,6300.67,
18-February-2014,,,,6345.46,
19-February-2014,,,,6376.94,
20-February-2014,,,,6377.02,
21-February-2014,,,,6422.05,
24-February-2014,,,,6441.60,
25-February-2014,,,,6462.32,
26-February-2014,,,,6469.03,
28-February-2014,,,,6500.42,
3-March-2014,,,,6480.74,
4-March-2014,,,,6565.59,
5-March-2014,,,,6627.51,
6-March-2014,,,,6708.00,
7-March-2014,,,,6693.44,
10-March-2014,,,,6722.74,
11-March-2014,,,,6703.41,
12-March-2014,,,,6708.22,
13-March-2014,,,,6671.54,
14-March-2014,,,,6656.18,
18-March-2014,,,,6719.37,
19-March-2014,,,,6739.58,
20-March-2014,,,,6715.30,
21-March-2014,,,,6769.94,
22-March-2014,,,,6792.15,
24-March-2014,,,,6800.92,
25-March-2014,,,,6842.16,
26-March-2014,,,,6868.07,
27-March-2014,,,,6909.67,
28-March-2014,,,,7010.29,
31-March-2014,,,,7082.86,
1-April-2014,,,,7086.00,
2-April-2014,,,,7198.92,
3-April-2014,,,,7170.75,
4-April-2014,,,,7197.62,
7-April-2014,,,,7165.36,
9-April-2014,,,,7285.39,
10-April-2014,,,,7331.28,
11-April-2014,,,,7338.46,
15-April-2014,,,,7311.99,
16-April-2014,,,,7232.76,
17-April-2014,,,,7339.29,
21-April-2014,,,,7397.41,
22-April-2014,,,,7386.17,
23-April-2014,,,,7395.06,
25-April-2014,,,,7373.64,
28-April-2014,,,,7438.49,
29-April-2014,,,,7406.12,
30-April-2014,,,,7323.46,
2-May-2014,,,,7357.46,
5-May-2014,,,,7348.06,
6-May-2014,,,,7370.69,
7-May-2014,,,,7360.08,
8-May-2014,,,,7347.98,
9-May-2014,,,,7456.09,
12-May-2014,,,,7510.73,
13-May-2014,,,,7618.62,
14-May-2014,,,,7704.10,
15-May-2014,,,,7640.10,
16-May-2014,,,,7765.72,
19-May-2014,,,,8091.27,
20-May-2014,,,,8232.40,
21-May-2014,,,,8342.36,
22-May-2014,,,,8518.22,
23-May-2014,,,,8668.32,
26-May-2014,,,,8485.06,
27-May-2014,,,,8429.20,
28-May-2014,,,,8463.09,
29-May-2014,,,,8434.40,
30-May-2014,,,,8467.22,
2-June-2014,,,,8650.52,
3-June-2014,,,,8705.06,
4-June-2014,,,,8865.94,
5-June-2014,,,,8955.91,
6-June-2014,,,,9098.54,
9-June-2014,,,,9237.15,
10-June-2014,,,,9211.85,
11-June-2014,,,,9118.89,
12-June-2014,,,,9166.31,
13-June-2014,,,,8935.93,
16-June-2014,,,,8966.88,
17-June-2014,,,,9101.47,
18-June-2014,,,,9035.25,
19-June-2014,,,,8997.35,
20-June-2014,,,,8961.96,
23-June-2014,,,,9018.07,
24-June-2014,,,,9161.18,
25-June-2014,,,,9208.66,
26-June-2014,,,,9180.84,
27-June-2014,,,,9205.17,
30-June-2014,,,,9378.95,
1-July-2014,,,,9433.74,
2-July-2014,,,,9506.90,
3-July-2014,,,,9490.58,
4-July-2014,,,,9545.75,
7-July-2014,,,,9557.14,
8-July-2014,,,,9210.21,
9-July-2014,,,,9077.36,
10-July-2014,,,,9132.18,
11-July-2014,,,,8875.24,
14-July-2014,,,,8873.70,
15-July-2014,,,,9044.92,
16-July-2014,,,,9165.92,
17-July-2014,,,,9291.69,
18-July-2014,,,,9252.80,
21-July-2014,,,,9300.42,
22-July-2014,,,,9311.09,
23-July-2014,,,,9311.72,
24-July-2014,,,,9293.46,
25-July-2014,,,,9178.21,
28-July-2014,,,,9139.22,
30-July-2014,,,,9171.51,
31-July-2014,,,,9188.19,
1-August-2014,,,,9114.33,
4-August-2014,,,,9196.81,
5-August-2014,,,,9272.54,
6-August-2014,,,,9201.24,
7-August-2014,,,,9150.74,
8-August-2014,,,,8962.18,
11-August-2014,,,,9012.05,
12-August-2014,,,,9055.95,
13-August-2014,,,,8900.75,
14-August-2014,,,,9007.85,
18-August-2014,,,,9170.34,
19-August-2014,,,,9270.86,
20-August-2014,,,,9276.34,
21-August-2014,,,,9320.55,
22-August-2014,,,,9340.87,
25-August-2014,,,,9281.10,
26-August-2014,,,,9258.82,
27-August-2014,,,,9326.59,
28-August-2014,,,,9298.90,
1-September-2014,,,,9444.59,
2-September-2014,,,,9523.77,
3-September-2014,,,,9604.87,
4-September-2014,,,,9615.07,
5-September-2014,,,,9668.76,
8-September-2014,,,,9793.67,
9-September-2014,,,,9843.37,
10-September-2014,,,,9850.79,
11-September-2014,,,,9963.51,
12-September-2014,,,,9983.08,
15-September-2014,,,,10000.86,
16-September-2014,,,,9659.31,
17-September-2014,,,,9683.92,
18-September-2014,,,,9861.22,
19-September-2014,,,,9865.26,
22-September-2014,,,,9884.82,
23-September-2014,,,,9696.15,
24-September-2014,,,,9580.83,
25-September-2014,,,,9350.72,
26-September-2014,,,,9421.40,
29-September-2014,,,,9516.78,
30-September-2014,,,,9530.35,
1-October-2014,,,,9511.40,
7-October-2014,,,,9425.39,
8-October-2014,,,,9403.83,
9-October-2014,,,,9576.38,
10-October-2014,,,,9444.41,
13-October-2014,,,,9489.76,
14-October-2014,,,,9473.08,
16-October-2014,,,,9243.95,
17-October-2014,,,,9272.49,
20-October-2014,,,,9376.08,
21-October-2014,,,,9461.81,
22-October-2014,,,,9575.83,
23-October-2014,,,,9673.03,
27-October-2014,,,,9592.09,
28-October-2014,,,,9600.40,
29-October-2014,,,,9650.29,
30-October-2014,,,,9714.43,
31-October-2014,,,,9834.60,
3-November-2014,,,,9941.40,
5-November-2014,,,,9964.61,
7-November-2014,,,,9999.69,
10-November-2014,,,,10013.27,
11-November-2014,,,,10085.65,
12-November-2014,,,,10133.27,
13-November-2014,,,,10102.17,
14-November-2014,,,,10154.81,
17-November-2014,,,,10247.70,
18-November-2014,,,,10275.30,
19-November-2014,,,,10210.60,
20-November-2014,,,,10203.73,
21-November-2014,,,,10195.79,
24-November-2014,,,,10202.97,
25-November-2014,,,,10057.41,
26-November-2014,,,,10119.95,
27-November-2014,,,,10171.92,
28-November-2014,,,,10270.61,
1-December-2014,,,,10262.90,
2-December-2014,,,,10356.11,
3-December-2014,,,,10499.86,
4-December-2014,,,,10525.82,
5-December-2014,,,,10498.29,
8-December-2014,,,,10369.84,
9-December-2014,,,,10206.53,
10-December-2014,,,,10301.35,
11-December-2014,,,,10239.70,
12-December-2014,,,,10108.60,
15-December-2014,,,,10062.58,
16-December-2014,,,,9764.69,
17-December-2014,,,,9706.45,
18-December-2014,,,,9964.67,
19-December-2014,,,,10000.41,
22-December-2014,,,,10092.16,
23-December-2014,,,,10059.29,
24-December-2014,,,,10074.52,
26-December-2014,,,,10115.85,
29-December-2014,,,,10203.64,
30-December-2014,,,,10258.64,
31-December-2014,,,,10372.58,
1-January-2015,,,,10440.17,
2-January-2015,,,,10530.20,
5-January-2015,,,,10547.17,
6-January-2015,,,,10235.74,
7-January-2015,,,,10234.55,
8-January-2015,,,,10420.63,
9-January-2015,,,,10426.01,
12-January-2015,,,,10486.18,
13-January-2015,,,,10492.77,
14-January-2015,,,,10471.91,
15-January-2015,,,,10598.69,
16-January-2015,,,,10633.11,
19-January-2015,,,,10681.02,
20-January-2015,,,,10727.81,
21-January-2015,,,,10702.24,
22-January-2015,,,,10710.24,
23-January-2015,,,,10695.67,
27-January-2015,,,,10780.47,
28-January-2015,,,,10808.44,
29-January-2015,,,,10771.08,
30-January-2015,,,,10738.59,
2-February-2015,,,,10799.13,
3-February-2015,,,,10768.23,
4-February-2015,,,,10741.38,
5-February-2015,,,,10603.57,
6-February-2015,,,,10490.68,
9-February-2015,,,,10342.27,
10-February-2015,,,,10381.76,
11-February-2015,,,,10543.11,
12-February-2015,,,,10662.11,
13-February-2015,,,,10740.95,
16-February-2015,,,,10737.99,
18-February-2015,,,,10828.41,
19-February-2015,,,,10832.61,
20-February-2015,,,,10836.18,
23-February-2015,,,,10745.42,
24-February-2015,,,,10724.70,
25-February-2015,,,,10701.11,
26-February-2015,,,,10616.28,
27-February-2015,,,,10811.46,
28-February-2015,,,,10810.85,
2-March-2015,,,,10952.93,
3-March-2015,,,,11081.83,
4-March-2015,,,,10964.27,
5-March-2015,,,,11045.08,
9-March-2015,,,,10901.24,
10-March-2015,,,,10860.25,
11-March-2015,,,,10816.33,
12-March-2015,,,,10945.28,
13-March-2015,,,,10794.88,
16-March-2015,,,,10758.40,
17-March-2015,,,,10820.21,
18-March-2015,,,,10850.16,
19-March-2015,,,,10786.17,
20-March-2015,,,,10625.28,
23-March-2015,,,,10539.11,
24-March-2015,,,,10493.15,
25-March-2015,,,,10443.19,
26-March-2015,,,,10355.03,
27-March-2015,,,,10359.93,
30-March-2015,,,,10559.52,
31-March-2015,,,,10592.22,
1-April-2015,10601.53,10756.55,10599.76,10750.42,
6-April-2015,10773.50,10873.65,10773.50,10869.82,
7-April-2015,10889.30,10955.26,10854.88,10950.54,
8-April-2015,10970.33,11065.23,10969.58,11022.17,
9-April-2015,11051.62,11098.16,10997.76,11050.25,
10-April-2015,11084.74,11128.00,11058.19,11093.02,
13-April-2015,11123.44,11175.44,11119.25,11127.42,
15-April-2015,,,,11070.76,
16-April-2015,11100.59,11117.38,10913.38,10993.02,
17-April-2015,11013.99,11013.99,10755.13,10771.77,
20-April-2015,10787.13,10797.38,10481.55,10553.96,
21-April-2015,10578.38,10619.80,10476.11,10506.71,
22-April-2015,10538.84,10570.33,10402.03,10546.24,
23-April-2015,10582.64,10684.05,10576.59,10607.07,
24-April-2015,10612.39,10614.56,10398.09,10435.64,
27-April-2015,10469.64,10475.53,10182.81,10216.34,
28-April-2015,10203.01,10389.04,10151.85,10368.47,
29-April-2015,10398.99,10445.96,10345.98,10408.76,
30-April-2015,10409.84,10440.33,10328.71,10416.29,
4-May-2015,10474.23,10558.40,10470.08,10549.42,
5-May-2015,10560.03,10630.98,10538.38,10613.15,
6-May-2015,10605.48,10626.76,10244.70,10265.23,
7-May-2015,10279.50,10279.50,9983.55,10065.56,
8-May-2015,10112.35,10273.20,10110.20,10236.21,
11-May-2015,10272.05,10460.98,10272.05,10453.96,
12-May-2015,10474.14,10477.11,10261.20,10274.08,
13-May-2015,10331.56,10467.94,10308.18,10433.87,
14-May-2015,10434.90,10537.13,10365.39,10526.94,
15-May-2015,10538.09,10613.57,10527.81,10563.92,
18-May-2015,10585.40,10678.60,10582.72,10667.07,
19-May-2015,10671.12,10738.81,10626.14,10651.02,
20-May-2015,10678.32,10729.90,10635.49,10650.78,
21-May-2015,10647.88,10676.59,10569.62,10606.92,
22-May-2015,10619.64,10673.58,10607.58,10619.81,
25-May-2015,10632.80,10668.56,10600.68,10611.11,
26-May-2015,10615.16,10647.53,10567.95,10609.96,
27-May-2015,10600.61,10625.43,10547.07,10616.47,
28-May-2015,10618.02,10661.70,10526.81,10560.04,
29-May-2015,10576.20,10745.74,10576.20,10716.09,
1-June-2015,10688.59,10757.58,10669.29,10712.43,
2-June-2015,10723.60,10737.11,10462.06,10474.51,
3-June-2015,10493.08,10500.85,10172.26,10329.46,
4-June-2015,10346.79,10378.98,10248.98,10347.45,
5-June-2015,10345.35,10423.17,10314.88,10353.93,
8-June-2015,10362.70,10368.75,10177.25,10194.00,
9-June-2015,10194.10,10229.87,10105.63,10161.25,
10-June-2015,10179.82,10298.56,10178.13,10270.77,
11-June-2015,10315.70,10353.65,10080.43,10088.07,
12-June-2015,10059.34,10132.67,10039.44,10121.94,
15-June-2015,10130.79,10199.17,10099.31,10120.80,
16-June-2015,10137.42,10216.46,10070.98,10197.68,
17-June-2015,10230.85,10387.79,10221.36,10344.51,
18-June-2015,10361.95,10442.33,10359.57,10427.16,
19-June-2015,10452.16,10522.10,10451.64,10487.12,
22-June-2015,10504.95,10651.68,10504.08,10643.69,
23-June-2015,10675.97,10731.58,10630.63,10651.92,
24-June-2015,10661.00,10703.39,10593.37,10617.38,
25-June-2015,10624.84,10698.40,10594.96,10689.75,
26-June-2015,10683.95,10701.88,10608.64,10686.11,
29-June-2015,10559.50,10559.50,10405.34,10540.13,
30-June-2015,10540.78,10687.93,10540.18,10679.99,
1-July-2015,10704.28,10846.45,10703.46,10819.31,
2-July-2015,10859.45,10926.62,10855.96,10871.84,
3-July-2015,10869.18,10946.14,10836.99,10870.00,
6-July-2015,10792.30,10973.58,10726.63,10962.77,
7-July-2015,10991.82,11060.57,10958.22,11019.99,
8-July-2015,10953.92,11003.76,10801.65,10877.11,
9-July-2015,10900.52,10943.67,10831.96,10844.70,
10-July-2015,10880.12,10934.11,10839.41,10870.45,
13-July-2015,10903.65,11032.78,10895.63,11027.41,
14-July-2015,11065.43,11096.32,11017.41,11042.47,
15-July-2015,11052.84,11103.54,11029.34,11051.66,
16-July-2015,11083.01,11209.18,11079.81,11198.24,
17-July-2015,11211.27,11252.23,11170.20,11220.18,
20-July-2015,11237.82,11267.71,11206.11,11250.10,
21-July-2015,11247.18,11281.91,11059.75,11090.59,
22-July-2015,11087.02,11244.98,11067.52,11234.56,
23-July-2015,11257.39,11288.61,11198.91,11216.19,
24-July-2015,11220.01,11280.88,11136.44,11147.99,
27-July-2015,11137.43,11137.43,10986.02,10994.02,
28-July-2015,11018.28,11041.99,10954.88,10974.00,
29-July-2015,10998.66,11079.84,10995.01,11071.42,
30-July-2015,11107.74,11216.20,11106.47,11158.40,
31-July-2015,11176.77,11314.01,11175.11,11273.02,
3-August-2015,11309.94,11392.69,11293.50,11330.91,
4-August-2015,11371.33,11467.48,11326.68,11457.23,
5-August-2015,11512.16,11604.52,11509.75,11544.46,
6-August-2015,11573.32,11594.42,11506.59,11585.58,
7-August-2015,11599.42,11638.27,11545.53,11557.52,
10-August-2015,11585.46,11666.24,11525.01,11555.40,
11-August-2015,11586.23,11616.76,11420.04,11502.55,
12-August-2015,11493.04,11494.19,11207.94,11216.34,
13-August-2015,11245.09,11376.05,11154.61,11190.06,
14-August-2015,11229.78,11461.66,11223.84,11453.78,
17-August-2015,11477.57,11520.92,11365.99,11488.32,
18-August-2015,11533.48,11584.52,11473.98,11542.31,
19-August-2015,11552.95,11614.68,11506.06,11549.06,
20-August-2015,11554.59,11594.80,11306.03,11317.88,
21-August-2015,11256.59,11256.59,11080.95,11216.65,
24-August-2015,10927.46,10931.53,10317.36,10354.74,
25-August-2015,10425.66,10593.40,10103.43,10560.32,
26-August-2015,10564.46,10666.27,10389.00,10477.16,
27-August-2015,10571.23,10758.06,10570.87,10738.38,
28-August-2015,10824.01,10906.18,10699.61,10759.41,
